id,source,true_label,pred_label,probability,strategy
halueval_hall_9523,HaluEval,1,1,0.5,few_shot
halueval_hall_5368,HaluEval,1,1,0.5,few_shot
halueval_hall_3137,HaluEval,1,1,0.5,few_shot
halueval_hall_7779,HaluEval,1,1,0.5,few_shot
halueval_hall_6251,HaluEval,1,1,0.5,few_shot
halueval_hall_3130,HaluEval,1,1,0.5,few_shot
halueval_hall_752,HaluEval,1,1,0.5,few_shot
halueval_hall_9211,HaluEval,1,1,0.5,few_shot
halueval_hall_7591,HaluEval,1,0,0.5,few_shot
halueval_hall_4178,HaluEval,1,0,0.5,few_shot
halueval_hall_4358,HaluEval,1,0,0.5,few_shot
halueval_hall_2091,HaluEval,1,0,0.5,few_shot
halueval_hall_6769,HaluEval,1,1,0.5,few_shot
halueval_hall_9088,HaluEval,1,1,0.5,few_shot
halueval_hall_3503,HaluEval,1,1,0.5,few_shot
halueval_hall_2308,HaluEval,1,1,0.5,few_shot
halueval_hall_7408,HaluEval,1,0,0.5,few_shot
halueval_hall_9258,HaluEval,1,1,0.5,few_shot
halueval_hall_6532,HaluEval,1,1,0.5,few_shot
halueval_hall_9002,HaluEval,1,1,0.5,few_shot
halueval_hall_6634,HaluEval,1,1,0.5,few_shot
halueval_hall_4000,HaluEval,1,1,0.5,few_shot
halueval_hall_7725,HaluEval,1,0,0.5,few_shot
halueval_hall_8161,HaluEval,1,0,0.5,few_shot
halueval_hall_5529,HaluEval,1,1,0.5,few_shot
halueval_hall_123,HaluEval,1,1,0.5,few_shot
halueval_hall_3511,HaluEval,1,1,0.5,few_shot
halueval_hall_6535,HaluEval,1,1,0.5,few_shot
halueval_hall_7919,HaluEval,1,1,0.5,few_shot
halueval_hall_795,HaluEval,1,1,0.5,few_shot
halueval_hall_5405,HaluEval,1,1,0.5,few_shot
halueval_hall_1201,HaluEval,1,1,0.5,few_shot
halueval_hall_7315,HaluEval,1,1,0.5,few_shot
halueval_hall_1851,HaluEval,1,1,0.5,few_shot
halueval_hall_2887,HaluEval,1,1,0.5,few_shot
halueval_hall_3537,HaluEval,1,1,0.5,few_shot
halueval_hall_1408,HaluEval,1,1,0.5,few_shot
halueval_hall_1436,HaluEval,1,1,0.5,few_shot
halueval_hall_2475,HaluEval,1,0,0.5,few_shot
halueval_hall_4519,HaluEval,1,1,0.5,few_shot
halueval_hall_9766,HaluEval,1,1,0.5,few_shot
halueval_hall_7228,HaluEval,1,1,0.5,few_shot
halueval_hall_3329,HaluEval,1,0,0.5,few_shot
halueval_hall_557,HaluEval,1,1,0.5,few_shot
halueval_hall_3347,HaluEval,1,1,0.5,few_shot
halueval_hall_4507,HaluEval,1,1,0.5,few_shot
halueval_right_112,HaluEval,0,0,0.5,few_shot
halueval_right_3331,HaluEval,0,0,0.5,few_shot
halueval_right_7685,HaluEval,0,0,0.5,few_shot
halueval_right_9135,HaluEval,0,0,0.5,few_shot
halueval_right_9113,HaluEval,0,0,0.5,few_shot
halueval_right_6527,HaluEval,0,0,0.5,few_shot
halueval_right_4993,HaluEval,0,0,0.5,few_shot
halueval_right_4989,HaluEval,0,0,0.5,few_shot
halueval_right_8514,HaluEval,0,0,0.5,few_shot
halueval_right_3926,HaluEval,0,0,0.5,few_shot
halueval_right_8664,HaluEval,0,0,0.5,few_shot
halueval_right_1322,HaluEval,0,0,0.5,few_shot
halueval_right_9742,HaluEval,0,0,0.5,few_shot
halueval_right_1312,HaluEval,0,0,0.5,few_shot
halueval_right_3955,HaluEval,0,0,0.5,few_shot
halueval_right_1513,HaluEval,0,0,0.5,few_shot
halueval_right_9968,HaluEval,0,0,0.5,few_shot
halueval_right_3254,HaluEval,0,0,0.5,few_shot
halueval_right_3090,HaluEval,0,0,0.5,few_shot
halueval_right_9120,HaluEval,0,0,0.5,few_shot
halueval_right_6666,HaluEval,0,0,0.5,few_shot
halueval_right_8723,HaluEval,0,0,0.5,few_shot
halueval_right_2773,HaluEval,0,0,0.5,few_shot
truthfulqa_339,TruthfulQA,0,1,0.5,few_shot
halueval_right_8735,HaluEval,0,0,0.5,few_shot
halueval_right_1528,HaluEval,0,0,0.5,few_shot
halueval_right_6257,HaluEval,0,0,0.5,few_shot
halueval_right_3167,HaluEval,0,0,0.5,few_shot
halueval_right_6481,HaluEval,0,0,0.5,few_shot
halueval_right_9713,HaluEval,0,0,0.5,few_shot
truthfulqa_201,TruthfulQA,0,0,0.5,few_shot
halueval_right_2412,HaluEval,0,0,0.5,few_shot
halueval_right_3187,HaluEval,0,0,0.5,few_shot
halueval_right_1941,HaluEval,0,0,0.5,few_shot
halueval_right_9038,HaluEval,0,0,0.5,few_shot
halueval_right_84,HaluEval,0,0,0.5,few_shot
halueval_right_7805,HaluEval,0,0,0.5,few_shot
halueval_right_9625,HaluEval,0,0,0.5,few_shot
halueval_right_4266,HaluEval,0,0,0.5,few_shot
halueval_right_4808,HaluEval,0,0,0.5,few_shot
halueval_right_4641,HaluEval,0,0,0.5,few_shot
halueval_right_3287,HaluEval,0,0,0.5,few_shot
halueval_right_1789,HaluEval,0,0,0.5,few_shot
halueval_right_4748,HaluEval,0,1,0.5,few_shot
halueval_right_4977,HaluEval,0,1,0.5,few_shot
halueval_right_6528,HaluEval,0,0,0.5,few_shot
halueval_right_2575,HaluEval,0,1,0.5,few_shot
halueval_right_7904,HaluEval,0,0,0.5,few_shot
halueval_right_7875,HaluEval,0,0,0.5,few_shot
halueval_right_1738,HaluEval,0,0,0.5,few_shot
halueval_hall_8043,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_5838,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_2653,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_2820,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_9523,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_5368,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_3137,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_7779,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_6251,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_3130,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_752,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_9211,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_7591,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_4178,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_4358,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_2091,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_6769,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_9088,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_3503,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_2308,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_7408,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_9258,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_6532,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_9002,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_6634,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_4000,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_7725,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_8161,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_5529,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_123,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_3511,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_6535,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_7919,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_795,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_5405,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_1201,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_7315,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_1851,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_2887,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_3537,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_1408,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_1436,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_2475,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_4519,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_9766,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_7228,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_3329,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_557,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_3347,HaluEval,1,1,0.5,chain_of_thought
halueval_hall_4507,HaluEval,1,1,0.5,chain_of_thought
halueval_right_112,HaluEval,0,1,0.5,chain_of_thought
halueval_right_3331,HaluEval,0,1,0.5,chain_of_thought
halueval_right_7685,HaluEval,0,1,0.5,chain_of_thought
halueval_right_9135,HaluEval,0,1,0.5,chain_of_thought
halueval_right_9113,HaluEval,0,1,0.5,chain_of_thought
halueval_right_6527,HaluEval,0,1,0.5,chain_of_thought
halueval_right_4993,HaluEval,0,1,0.5,chain_of_thought
halueval_right_4989,HaluEval,0,1,0.5,chain_of_thought
halueval_right_8514,HaluEval,0,1,0.5,chain_of_thought
halueval_right_3926,HaluEval,0,1,0.5,chain_of_thought
halueval_right_8664,HaluEval,0,1,0.5,chain_of_thought
halueval_right_1322,HaluEval,0,1,0.5,chain_of_thought
halueval_right_9742,HaluEval,0,1,0.5,chain_of_thought
halueval_right_1312,HaluEval,0,1,0.5,chain_of_thought
halueval_right_3955,HaluEval,0,1,0.5,chain_of_thought
halueval_right_1513,HaluEval,0,1,0.5,chain_of_thought
halueval_right_9968,HaluEval,0,1,0.5,chain_of_thought
halueval_right_3254,HaluEval,0,1,0.5,chain_of_thought
halueval_right_3090,HaluEval,0,1,0.5,chain_of_thought
halueval_right_9120,HaluEval,0,1,0.5,chain_of_thought
halueval_right_6666,HaluEval,0,1,0.5,chain_of_thought
halueval_right_8723,HaluEval,0,1,0.5,chain_of_thought
halueval_right_2773,HaluEval,0,1,0.5,chain_of_thought
truthfulqa_339,TruthfulQA,0,1,0.5,chain_of_thought
halueval_right_8735,HaluEval,0,1,0.5,chain_of_thought
halueval_right_1528,HaluEval,0,1,0.5,chain_of_thought
halueval_right_6257,HaluEval,0,1,0.5,chain_of_thought
halueval_right_3167,HaluEval,0,1,0.5,chain_of_thought
halueval_right_6481,HaluEval,0,1,0.5,chain_of_thought
halueval_right_9713,HaluEval,0,1,0.5,chain_of_thought
truthfulqa_201,TruthfulQA,0,1,0.5,chain_of_thought
halueval_right_2412,HaluEval,0,1,0.5,chain_of_thought
halueval_right_3187,HaluEval,0,1,0.5,chain_of_thought
halueval_right_1941,HaluEval,0,1,0.5,chain_of_thought
halueval_right_9038,HaluEval,0,1,0.5,chain_of_thought
halueval_right_84,HaluEval,0,1,0.5,chain_of_thought
halueval_right_7805,HaluEval,0,1,0.5,chain_of_thought
halueval_right_9625,HaluEval,0,1,0.5,chain_of_thought
halueval_right_4266,HaluEval,0,1,0.5,chain_of_thought
halueval_right_4808,HaluEval,0,1,0.5,chain_of_thought
halueval_right_4641,HaluEval,0,1,0.5,chain_of_thought
halueval_right_3287,HaluEval,0,1,0.5,chain_of_thought
halueval_right_1789,HaluEval,0,1,0.5,chain_of_thought
halueval_right_4748,HaluEval,0,1,0.5,chain_of_thought
halueval_right_4977,HaluEval,0,1,0.5,chain_of_thought
halueval_right_6528,HaluEval,0,1,0.5,chain_of_thought
halueval_right_2575,HaluEval,0,1,0.5,chain_of_thought
halueval_right_7904,HaluEval,0,1,0.5,chain_of_thought
halueval_right_7875,HaluEval,0,1,0.5,chain_of_thought
halueval_right_1738,HaluEval,0,1,0.5,chain_of_thought
halueval_hall_8043,HaluEval,1,1,0.9,structured
halueval_hall_5838,HaluEval,1,1,0.99,structured
halueval_hall_2653,HaluEval,1,1,0.99,structured
halueval_hall_2820,HaluEval,1,1,0.99,structured
halueval_hall_9523,HaluEval,1,1,0.99,structured
halueval_hall_5368,HaluEval,1,1,0.85,structured
halueval_hall_3137,HaluEval,1,1,1.0,structured
halueval_hall_7779,HaluEval,1,0,0.3,structured
halueval_hall_6251,HaluEval,1,1,0.95,structured
halueval_hall_3130,HaluEval,1,1,0.95,structured
halueval_hall_752,HaluEval,1,1,0.95,structured
halueval_hall_9211,HaluEval,1,1,0.97,structured
halueval_hall_7591,HaluEval,1,0,0.3,structured
halueval_hall_4178,HaluEval,1,1,0.75,structured
halueval_hall_4358,HaluEval,1,1,0.85,structured
halueval_hall_2091,HaluEval,1,1,0.85,structured
halueval_hall_6769,HaluEval,1,1,0.99,structured
halueval_hall_9088,HaluEval,1,1,0.75,structured
halueval_hall_3503,HaluEval,1,1,0.95,structured
halueval_hall_2308,HaluEval,1,1,0.99,structured
halueval_hall_7408,HaluEval,1,0,0.01,structured
halueval_hall_9258,HaluEval,1,1,0.98,structured
halueval_hall_6532,HaluEval,1,1,0.85,structured
halueval_hall_9002,HaluEval,1,1,0.99,structured
halueval_hall_6634,HaluEval,1,1,0.99,structured
halueval_hall_4000,HaluEval,1,1,0.97,structured
halueval_hall_7725,HaluEval,1,0,0.05,structured
halueval_hall_8161,HaluEval,1,0,0.05,structured
halueval_hall_5529,HaluEval,1,1,0.99,structured
halueval_hall_123,HaluEval,1,1,0.98,structured
halueval_hall_3511,HaluEval,1,1,0.99,structured
halueval_hall_6535,HaluEval,1,1,0.95,structured
halueval_hall_7919,HaluEval,1,1,0.99,structured
halueval_hall_795,HaluEval,1,1,0.85,structured
halueval_hall_5405,HaluEval,1,1,0.99,structured
halueval_hall_1201,HaluEval,1,1,1.0,structured
halueval_hall_7315,HaluEval,1,1,0.9,structured
halueval_hall_1851,HaluEval,1,1,0.95,structured
halueval_hall_2887,HaluEval,1,1,0.97,structured
halueval_hall_3537,HaluEval,1,1,0.95,structured
halueval_hall_1408,HaluEval,1,1,0.85,structured
halueval_hall_1436,HaluEval,1,1,0.95,structured
halueval_hall_2475,HaluEval,1,0,0.05,structured
halueval_hall_4519,HaluEval,1,1,0.95,structured
halueval_hall_9766,HaluEval,1,1,0.95,structured
halueval_hall_7228,HaluEval,1,1,0.99,structured
halueval_hall_3329,HaluEval,1,1,0.85,structured
halueval_hall_557,HaluEval,1,1,0.99,structured
halueval_hall_3347,HaluEval,1,1,0.99,structured
halueval_hall_4507,HaluEval,1,1,0.99,structured
halueval_right_112,HaluEval,0,0,0.01,structured
halueval_right_3331,HaluEval,0,0,0.0,structured
halueval_right_7685,HaluEval,0,0,0.0,structured
halueval_right_9135,HaluEval,0,0,0.01,structured
halueval_right_9113,HaluEval,0,0,0.01,structured
halueval_right_6527,HaluEval,0,0,0.0,structured
halueval_right_4993,HaluEval,0,0,0.0,structured
halueval_right_4989,HaluEval,0,0,0.01,structured
halueval_right_8514,HaluEval,0,0,0.01,structured
halueval_right_3926,HaluEval,0,0,0.01,structured
halueval_right_8664,HaluEval,0,0,0.0,structured
halueval_right_1322,HaluEval,0,0,0.01,structured
halueval_right_9742,HaluEval,0,0,0.01,structured
halueval_right_1312,HaluEval,0,0,0.0,structured
halueval_right_3955,HaluEval,0,0,0.01,structured
halueval_right_1513,HaluEval,0,0,0.0,structured
halueval_right_9968,HaluEval,0,0,0.01,structured
halueval_right_3254,HaluEval,0,0,0.15,structured
halueval_right_3090,HaluEval,0,0,0.0,structured
halueval_right_9120,HaluEval,0,0,0.01,structured
halueval_right_6666,HaluEval,0,0,0.01,structured
halueval_right_8723,HaluEval,0,1,0.95,structured
halueval_right_2773,HaluEval,0,0,0.01,structured
truthfulqa_339,TruthfulQA,0,0,0.25,structured
halueval_right_8735,HaluEval,0,0,0.05,structured
halueval_right_1528,HaluEval,0,0,0.01,structured
halueval_right_6257,HaluEval,0,0,0.0,structured
halueval_right_3167,HaluEval,0,0,0.0,structured
halueval_right_6481,HaluEval,0,0,0.05,structured
halueval_right_9713,HaluEval,0,0,0.05,structured
truthfulqa_201,TruthfulQA,0,1,0.7,structured
halueval_right_2412,HaluEval,0,0,0.01,structured
halueval_right_3187,HaluEval,0,0,0.0,structured
halueval_right_1941,HaluEval,0,0,0.01,structured
halueval_right_9038,HaluEval,0,1,0.85,structured
halueval_right_84,HaluEval,0,0,0.01,structured
halueval_right_7805,HaluEval,0,0,0.0,structured
halueval_right_9625,HaluEval,0,0,0.05,structured
halueval_right_4266,HaluEval,0,0,0.0,structured
halueval_right_4808,HaluEval,0,0,0.01,structured
halueval_right_4641,HaluEval,0,0,0.01,structured
halueval_right_3287,HaluEval,0,0,0.0,structured
halueval_right_1789,HaluEval,0,0,0.01,structured
halueval_right_4748,HaluEval,0,1,0.85,structured
halueval_right_4977,HaluEval,0,1,0.85,structured
halueval_right_6528,HaluEval,0,0,0.15,structured
halueval_right_2575,HaluEval,0,1,0.85,structured
halueval_right_7904,HaluEval,0,0,0.0,structured
halueval_right_7875,HaluEval,0,0,0.0,structured
halueval_right_1738,HaluEval,0,0,0.05,structured
